"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"kefB","","Glutathione-regulated potassium-efflux system protein KefB","6","6","1","1","3213","","","","1844","1844","1844","AR465_02653","M48_01001","NRS1_02335","P10_00867","R50_00927","V521_01046"
"yciC_1","","Putative metal chaperone YciC","6","6","1","1","4010","","","","1202","1202","1202","AR465_00404","M48_00490","NRS1_00944","P10_00349","R50_00357","V521_00528"
"mtnN","","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","6","6","1","1","3814","","","","686","686","686","AR465_02001","M48_01590","NRS1_01749","P10_01573","R50_01595","V521_01639"
"panE","","2-dehydropantoate 2-reductase","6","6","1","1","938","","","","935","935","935","AR465_01084","M48_02696","NRS1_00236","P10_02424","R50_02367","V521_02737"
"fbp","","Fructose-1,6-bisphosphatase class 3","6","6","1","1","2210","","","","1964","1964","1964","AR465_01014","M48_02763","NRS1_00308","P10_02494","R50_02439","V521_02802"
"brnQ_1","","Branched-chain amino acid transport system 2 carrier protein","6","6","1","1","345","","","","1349","1355","1353","AR465_00639","M48_00158","NRS1_00683","P10_00110","R50_00113","V521_00201"
"group_2740","","hypothetical protein","6","6","1","1","3741","","","","929","929","929","AR465_01928","M48_01665","NRS1_01676","P10_01639","R50_01661","V521_01715"
"srtB","","Sortase B","6","6","1","1","3088","","","","734","734","734","AR465_02530","M48_01124","NRS1_02212","P10_01056","R50_01049","V521_01171"
"acuC","","Acetoin utilization protein AcuC","6","6","1","1","3684","","","","1169","1169","1169","AR465_01871","M48_01723","NRS1_01618","P10_01695","R50_01720","V521_01774"
"group_2743","","hypothetical protein","6","6","1","1","1008","","","","623","623","623","AR465_01150","M48_02629","NRS1_00169","P10_02356","R50_02301","V521_02668"
"topB","","DNA topoisomerase 3","6","6","1","1","1128","","","","2135","2135","2135","AR465_01268","M48_02509","NRS1_00051","P10_02237","R50_02182","V521_02549"
"phaB","","Acetoacetyl-CoA reductase","6","6","1","1","2940","","","","704","704","704","AR465_02382","M48_01269","NRS1_02065","P10_01201","R50_01194","V521_01319"
"group_2746","","hypothetical protein","6","6","1","1","1025","","","","1055","1055","1055","AR465_01165","M48_02614","NRS1_00154","P10_02341","R50_02286","V521_02653"
"hutU","","Urocanate hydratase","6","6","1","1","1054","","","","1661","1661","1661","AR465_01193","M48_02584","NRS1_00126","P10_02312","R50_02257","V521_02624"
"lysP_1","","Lysine-specific permease","6","6","1","1","2878","","","","1454","1454","1454","AR465_02327","M48_01331","NRS1_02009","P10_01243","R50_01253","V521_01377"
"trpS","","Tryptophan--tRNA ligase","6","6","1","1","3226","","","","989","989","989","AR465_02666","M48_00987","NRS1_02348","P10_00853","R50_00914","V521_01032"
"mvaS","","Hydroxymethylglutaryl-CoA synthase","6","6","1","1","2242","","","","584","1166","1069","AR465_00983","M48_02796","NRS1_00339","P10_02528","R50_02470","V521_02834"
"group_2750","","hypothetical protein","6","6","1","1","2027","","","","395","395","395","AR465_00163","M48_00738","NRS1_01182","P10_00591","R50_00597","V521_00778"
"RBKS","","Ribokinase","6","6","1","1","492","","","","1118","1118","1118","AR465_00516","M48_00282","NRS1_00807","P10_00235","R50_00230","V521_00324"
"trpE","","Anthranilate synthase component 1","6","6","1","1","2845","","","","1406","1406","1406","AR465_02294","M48_01363","NRS1_01977","P10_01275","R50_01285","V521_01410"
"lexA_1","","LexA repressor","6","6","1","1","2871","","","","623","623","623","AR465_02320","M48_01337","NRS1_02003","P10_01249","R50_01259","V521_01383"
"lctP_2","","L-lactate permease","6","6","1","1","1019","","","","1598","1598","1598","AR465_01159","M48_02620","NRS1_00160","P10_02347","R50_02292","V521_02659"
"rsmC","","Ribosomal RNA small subunit methyltransferase C","6","6","1","1","1891","","","","608","608","608","AR465_00296","M48_00596","NRS1_01049","P10_00449","R50_00458","V521_00634"
"rlmL","","Ribosomal RNA large subunit methyltransferase L","6","6","1","1","59","","","","1145","1145","1145","AR465_02220","M48_01439","NRS1_01902","P10_01351","R50_01375","V521_01487"
"polX","","DNA polymerase/3'-5' exonuclease PolX","6","6","1","1","3080","","","","1712","1712","1712","AR465_02522","M48_01132","NRS1_02204","P10_01064","R50_01057","V521_01179"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase","6","6","1","1","266","","","","980","980","980","AR465_00707","M48_00090","NRS1_00615","P10_00041","R50_00044","V521_00132"
"scpA","","Segregation and condensation protein A","6","6","1","1","3916","","","","755","755","755","AR465_02104","M48_01489","NRS1_01852","P10_01471","R50_01492","V521_01538"
"wbpI","","UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase","6","6","1","1","311","","","","1124","1124","1124","AR465_00669","M48_00128","NRS1_00653","P10_00080","R50_00083","V521_00171"
"group_2769","","Putative 5'(3')-deoxyribonucleotidase","6","6","1","1","2333","","","","542","542","542","AR465_00116","M48_00785","NRS1_01229","P10_00653","R50_00644","V521_00825"
"yydJ","","putative peptide export permease protein YydJ","6","6","1","1","2222","","","","395","722","667","AR465_01003","M48_02775","NRS1_00319","P10_02506","R50_02450","V521_02813"
"yfhH","","putative protein YfhH","6","6","1","1","3420","","","","314","314","314","AR465_01697","M48_01902","NRS1_01443","P10_01884","R50_01883","V521_01953"
"group_2771","","hypothetical protein","6","6","1","1","2280","","","","1340","1346","1341","AR465_00946","M48_02833","NRS1_00375","P10_02564","R50_02505","V521_02870"
"group_2772","","hypothetical protein","6","6","1","1","2531","","","","329","329","329","AR465_00805","M48_00011","NRS1_00517","P10_02706","R50_02648","V521_00011"
"graR_1","","Response regulator protein GraR","6","6","1","1","2008","","","","674","674","674","AR465_00181","M48_00720","NRS1_01164","P10_00572","R50_00578","V521_00760"
"yajO","","1-deoxyxylulose-5-phosphate synthase YajO","6","6","1","1","3911","","","","908","908","908","AR465_02099","M48_01494","NRS1_01847","P10_01476","R50_01497","V521_01543"
"oppC","","Oligopeptide transport system permease protein OppC","6","6","1","1","3235","","","","1070","1070","1070","AR465_02675","M48_00978","NRS1_02357","P10_00844","R50_00905","V521_01023"
"panS","","Pantothenate precursors transporter PanS","6","6","1","1","1064","","","","917","917","917","AR465_01203","M48_02574","NRS1_00116","P10_02302","R50_02247","V521_02614"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","6","6","1","1","2820","","","","1601","1601","1601","AR465_02270","M48_01386","NRS1_01953","P10_01298","R50_01325","V521_01434"
"metN2","","Methionine import ATP-binding protein MetN 2","6","6","1","1","538","","","","1025","1025","1025","AR465_00027","M48_00878","NRS1_02509","P10_00752","R50_00755","V521_00916"
"cntK","","Histidine racemase","6","6","1","1","2155","","","","821","821","821","AR465_01058","M48_02722","NRS1_00262","P10_02450","R50_02393","V521_02763"
"ftsK","","DNA translocase FtsK","6","6","1","1","2944","","","","2366","2369","2368","AR465_02386","M48_01265","NRS1_02069","P10_01197","R50_01190","V521_01315"
"ctaA","","Heme A synthase","6","6","1","1","3107","","","","1070","1070","1070","AR465_02549","M48_01105","NRS1_02231","P10_00972","R50_01030","V521_01152"
"zntB","","Zinc transport protein ZntB","6","6","1","1","1039","","","","947","947","947","AR465_01178","M48_02599","NRS1_00141","P10_02327","R50_02273","V521_02639"
"group_2783","","hypothetical protein","6","6","1","1","1485","","","","479","479","479","AR465_01512","M48_02323","NRS1_02611","P10_02066","R50_02011","V521_02366"
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase","6","6","1","1","1400","","","","1106","1106","1106","AR465_01432","M48_02406","NRS1_02690","P10_02146","R50_02090","V521_02446"
"leuC","","3-isopropylmalate dehydratase large subunit","6","6","1","1","1500","","","","1370","1370","1370","AR465_01532","M48_02303","NRS1_02591","P10_02046","R50_01993","V521_02346"
"prfB","","Peptide chain release factor 2","6","6","1","1","2303","","","","992","992","992","AR465_00087","M48_00815","NRS1_01258","P10_00682","R50_00673","V521_00854"
"dapX","","putative N-acetyl-LL-diaminopimelate aminotransferase","6","6","1","1","3174","","","","1154","1154","1154","AR465_02614","M48_01042","NRS1_02296","P10_00908","R50_00966","V521_01087"
"group_2788","","hypothetical protein","6","6","1","1","62","","","","563","563","563","AR465_02217","M48_01442","NRS1_01899","P10_01354","R50_01378","V521_01490"
"valS","","Valine--tRNA ligase","6","6","1","1","3753","","","","2630","2630","2630","AR465_01940","M48_01653","NRS1_01688","P10_01627","R50_01649","V521_01703"
"hemA","","Glutamyl-tRNA reductase","6","6","1","1","3745","","","","1346","1346","1346","AR465_01932","M48_01661","NRS1_01680","P10_01635","R50_01657","V521_01711"
"cysS","","Cysteine--tRNA ligase","6","6","1","1","1880","","","","1400","1400","1400","AR465_00307","M48_00585","NRS1_01038","P10_00438","R50_00447","V521_00623"
"pxpB_1","","5-oxoprolinase subunit B","6","6","1","1","2341","","","","710","710","710","AR465_00124","M48_00777","NRS1_01221","P10_00645","R50_00636","V521_00817"
"yfhP","","putative protein YfhP","6","6","1","1","3529","","","","977","977","977","AR465_01700","M48_01899","NRS1_01446","P10_01836","R50_01880","V521_01950"
"group_2794","","hypothetical protein","6","6","1","1","2306","","","","674","674","674","AR465_00090","M48_00812","NRS1_01255","P10_00679","R50_00670","V521_00851"
"lipL","","Octanoyl-[GcvH]:protein N-octanoyltransferase","6","6","1","1","1940","","","","836","836","836","AR465_00249","M48_00643","NRS1_01096","P10_00496","R50_00505","V521_00683"
"bsaA_2","","Glutathione peroxidase BsaA","6","6","1","1","2089","","","","497","497","497","AR465_00908","M48_02892","NRS1_00413","P10_02601","R50_02543","V521_02927"
"group_2797","","Ferredoxin--NADP reductase","6","6","1","1","1012","","","","1034","1034","1034","AR465_01153","M48_02626","NRS1_00166","P10_02353","R50_02298","V521_02665"
"fdhD","","Sulfur carrier protein FdhD","6","6","1","1","1104","","","","797","797","797","AR465_01243","M48_02534","NRS1_00076","P10_02262","R50_02207","V521_02574"
"pyrP","","Uracil permease","6","6","1","1","3023","","","","1307","1307","1307","AR465_02464","M48_01188","NRS1_02146","P10_01120","R50_01113","V521_01237"
"group_280","","hypothetical protein","6","6","1","1","2186","","","","308","308","308","AR465_01035","M48_02738","NRS1_00286","P10_02472","R50_02417","V521_02779"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","6","6","1","1","3205","","","","1481","1484","1482","AR465_02645","M48_01009","NRS1_02327","P10_00875","R50_00935","V521_01054"
"epsL","","putative sugar transferase EpsL","6","6","1","1","319","","","","557","557","557","AR465_00663","M48_00134","NRS1_00659","P10_00086","R50_00089","V521_00177"
"group_2802","","putative response regulatory protein","6","6","1","1","377","","","","758","758","758","AR465_00602","M48_00189","NRS1_00721","P10_00141","R50_00143","V521_00229"
"mgtE","","Magnesium transporter MgtE","6","6","1","1","3214","","","","1385","1385","1385","AR465_02654","M48_01000","NRS1_02336","P10_00866","R50_00926","V521_01045"
"tarL","","Teichoic acid ribitol-phosphate polymerase TarL","6","6","1","1","417","","","","1688","1688","1688","AR465_00568","M48_00224","NRS1_00755","P10_00175","R50_00177","V521_00265"
"glpD","","Aerobic glycerol-3-phosphate dehydrogenase","6","6","1","1","2920","","","","1673","1673","1673","AR465_02362","M48_01289","NRS1_02045","P10_01221","R50_01214","V521_01340"
"moeA","","Molybdopterin molybdenumtransferase","6","6","1","1","1110","","","","1259","1259","1259","AR465_01250","M48_02527","NRS1_00069","P10_02255","R50_02200","V521_02567"
"irtA","","Iron import ATP-binding/permease protein IrtA","6","6","1","1","951","","","","1763","1763","1763","AR465_01097","M48_02683","NRS1_00223","P10_02411","R50_02354","V521_02723"
"pyrD","","Dihydroorotate dehydrogenase (quinone)","6","6","1","1","2122","","","","1064","1064","1064","AR465_00940","M48_02863","NRS1_00381","P10_02570","R50_02511","V521_02898"
"qoxB","","putative quinol oxidase subunit 1","6","6","1","1","3163","","","","1988","1988","1988","AR465_02604","M48_01052","NRS1_02286","P10_00918","R50_00976","V521_01098"
"ileS","","Isoleucine--tRNA ligase","6","6","1","1","3029","","","","2753","2753","2753","AR465_02470","M48_01182","NRS1_02152","P10_01114","R50_01107","V521_01231"
"group_2811","","putative peptidase","6","6","1","1","3710","","","","1055","1055","1055","AR465_01898","M48_01697","NRS1_01645","P10_01669","R50_01692","V521_01748"
"group_2812","","hypothetical protein","6","6","1","1","1985","","","","752","752","752","AR465_00204","M48_00697","NRS1_01141","P10_00549","R50_00555","V521_00737"
"group_2813","","putative protein","6","6","1","1","3370","","","","1028","1028","1028","AR465_01647","M48_02020","NRS1_01393","P10_01934","R50_01933","V521_02070"
"ribH","","6,7-dimethyl-8-ribityllumazine synthase","6","6","1","1","3651","","","","464","464","464","AR465_01840","M48_01755","NRS1_01586","P10_01727","R50_01752","V521_01806"
"group_2815","","hypothetical protein","6","6","1","1","3549","","","","395","395","395","AR465_01749","M48_01849","NRS1_01495","P10_01820","R50_01834","V521_01900"
"fabD","","Malonyl CoA-acyl carrier protein transacylase","6","6","1","1","2992","","","","926","926","926","AR465_02433","M48_01219","NRS1_02115","P10_01151","R50_01144","V521_01268"
"rplJ","","50S ribosomal protein L10","6","6","1","1","1889","","","","500","500","500","AR465_00298","M48_00594","NRS1_01047","P10_00447","R50_00456","V521_00632"
"tpiA","","Triosephosphate isomerase","6","6","1","1","3473","","","","761","761","761","AR465_00066","M48_00836","NRS1_01280","P10_00703","R50_00694","V521_00875"
"group_2819","","hypothetical protein","6","6","1","1","443","","","","1523","1523","1523","AR465_00546","M48_00247","NRS1_00777","P10_00198","R50_00201","V521_00288"
"treA","","Trehalose-6-phosphate hydrolase","6","6","1","1","1825","","","","1640","1640","1640","AR465_00381","M48_00514","NRS1_00967","P10_00373","R50_00381","V521_00552"
"group_2821","","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","6","6","1","1","2860","","","","467","467","467","AR465_02309","M48_01348","NRS1_01992","P10_01260","R50_01270","V521_01394"
"group_2822","","hypothetical protein","6","6","1","1","1954","","","","1295","1295","1295","AR465_00235","M48_00666","NRS1_01110","P10_00518","R50_00525","V521_00706"
"crcB_1","","Putative fluoride ion transporter CrcB","6","6","1","1","3635","","","","365","365","365","AR465_01825","M48_01771","NRS1_01571","P10_01743","R50_01768","V521_01822"
"group_2824","","hypothetical protein","6","6","1","1","3054","","","","1556","1556","1556","AR465_02495","M48_01156","NRS1_02177","P10_01089","R50_01082","V521_01205"
"tcaA","","Membrane-associated protein TcaA","6","6","1","1","1030","","","","1382","1382","1382","AR465_01169","M48_02608","NRS1_00150","P10_02336","R50_02282","V521_02648"
"group_2826","","8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase","6","6","1","1","956","","","","1115","1115","1115","AR465_01102","M48_02678","NRS1_00218","P10_02406","R50_02349","V521_02718"
"mrpE","","Na(+)/H(+) antiporter subunit E","6","6","1","1","1976","","","","482","482","482","AR465_00213","M48_00689","NRS1_01132","P10_00541","R50_00547","V521_00729"
"group_2828","","hypothetical protein","6","6","1","1","3091","","","","1076","1076","1076","AR465_02533","M48_01121","NRS1_02215","P10_01053","R50_01046","V521_01168"
"glcK","","Glucokinase","6","6","1","1","3865","","","","986","986","986","AR465_02051","M48_01540","NRS1_01799","P10_01522","R50_01545","V521_01589"
